Scan,Time,Temperature[°C],Condutivity[mS/cm],Salinity[PSU],Density[kg/m3],Sound Speed[m/s],Conductance[S]
2256,2018-06-15 14:18:43.096866,20.99624,40.14754,28.05394,1019.263,1516.697,28.05394
2257,2018-06-15 14:18:44.125744,20.98981,40.14754,28.05815,1019.267,1516.684,28.05815
2258,2018-06-15 14:18:45.153831,20.99784,40.14627,28.0519,1019.261,1516.699,28.0519
2259,2018-06-15 14:18:46.180814,20.99142,40.14627,28.0561,1019.265,1516.686,28.0561
2260,2018-06-15 14:18:47.195822,20.99302,40.14754,28.05605,1019.265,1516.69,28.05605
2261,2018-06-15 14:18:48.222789,20.99302,40.14754,28.05605,1019.265,1516.69,28.05605
2262,2018-06-15 14:18:49.250671,20.99142,40.14754,28.0571,1019.266,1516.687,28.0571
2263,2018-06-15 14:18:50.277684,20.9866,40.14754,28.06026,1019.27,1516.677,28.06026
2264,2018-06-15 14:18:51.308696,20.99302,40.14754,28.05605,1019.265,1516.69,28.05605
2265,2018-06-15 14:18:52.334685,20.99142,40.14754,28.0571,1019.266,1516.687,28.0571
2266,2018-06-15 14:18:53.361623,20.99302,40.14883,28.05704,1019.266,1516.692,28.05704
2267,2018-06-15 14:18:54.387559,20.9866,40.14754,28.06026,1019.27,1516.677,28.06026
2268,2018-06-15 14:18:55.414440,20.98981,40.14754,28.05815,1019.267,1516.684,28.05815
2269,2018-06-15 14:18:56.441492,20.99302,40.14754,28.05605,1019.265,1516.69,28.05605
2270,2018-06-15 14:18:57.454556,20.9882,40.14883,28.0602,1019.269,1516.682,28.0602
2271,2018-06-15 14:18:58.481469,20.98981,40.14883,28.05915,1019.268,1516.685,28.05915
2272,2018-06-15 14:18:59.510460,20.99624,40.14883,28.05493,1019.263,1516.698,28.05493
2273,2018-06-15 14:19:00.537446,20.98499,40.14883,28.0623,1019.272,1516.675,28.0623
2274,2018-06-15 14:19:01.564365,20.9882,40.14883,28.0602,1019.269,1516.682,28.0602
2275,2018-06-15 14:19:02.591360,20.99946,40.14883,28.05283,1019.261,1516.705,28.05283
2276,2018-06-15 14:19:03.618299,20.98177,40.14883,28.06442,1019.274,1516.669,28.06442
2277,2018-06-15 14:19:04.646353,20.99302,40.1501,28.05803,1019.266,1516.693,28.05803
2278,2018-06-15 14:19:05.679306,20.98499,40.1501,28.06329,1019.273,1516.676,28.06329
2279,2018-06-15 14:19:06.706253,20.99302,40.1501,28.05803,1019.266,1516.693,28.05803
2280,2018-06-15 14:19:07.735321,20.99624,40.1501,28.05592,1019.264,1516.699,28.05592
2281,2018-06-15 14:19:08.762190,20.99302,40.1501,28.05803,1019.266,1516.693,28.05803
2282,2018-06-15 14:19:09.792179,20.9866,40.1501,28.06225,1019.271,1516.68,28.06225
2283,2018-06-15 14:19:10.819114,20.99302,40.1501,28.05803,1019.266,1516.693,28.05803
2284,2018-06-15 14:19:11.847080,20.99302,40.15138,28.05903,1019.267,1516.694,28.05903
2285,2018-06-15 14:19:12.875202,20.99302,40.1501,28.05803,1019.266,1516.693,28.05803
2286,2018-06-15 14:19:13.902075,20.99142,40.1501,28.05908,1019.268,1516.689,28.05908
2287,2018-06-15 14:19:14.928015,20.99302,40.15138,28.05903,1019.267,1516.694,28.05903
2288,2018-06-15 14:19:15.955031,20.9866,40.15138,28.06325,1019.272,1516.681,28.06325
2289,2018-06-15 14:19:16.980886,20.99784,40.1501,28.05488,1019.263,1516.702,28.05488
2290,2018-06-15 14:19:18.008919,20.9882,40.15138,28.06219,1019.271,1516.684,28.06219
2291,2018-06-15 14:19:19.038985,20.99302,40.1501,28.05803,1019.266,1516.693,28.05803
2292,2018-06-15 14:19:20.065939,21.00267,40.1501,28.05172,1019.259,1516.712,28.05172
2293,2018-06-15 14:19:21.093872,21.00267,40.15138,28.05271,1019.26,1516.713,28.05271
2294,2018-06-15 14:19:22.120813,21.00107,40.15138,28.05376,1019.261,1516.71,28.05376
2295,2018-06-15 14:19:23.146905,20.99946,40.15138,28.05482,1019.262,1516.707,28.05482
2296,2018-06-15 14:19:24.175756,20.99624,40.15138,28.05692,1019.265,1516.7,28.05692
2297,2018-06-15 14:19:25.203824,20.99463,40.15138,28.05798,1019.266,1516.697,28.05798
2298,2018-06-15 14:19:26.230798,20.99463,40.15138,28.05798,1019.266,1516.697,28.05798
2299,2018-06-15 14:19:27.257819,20.99624,40.15138,28.05692,1019.265,1516.7,28.05692
2300,2018-06-15 14:19:28.285689,21.00107,40.15138,28.05376,1019.261,1516.71,28.05376
2301,2018-06-15 14:19:29.313660,20.98981,40.15138,28.06113,1019.27,1516.687,28.06113
2302,2018-06-15 14:19:30.341666,21.00107,40.15138,28.05376,1019.261,1516.71,28.05376
2303,2018-06-15 14:19:31.368679,20.99302,40.15138,28.05903,1019.267,1516.694,28.05903
2304,2018-06-15 14:19:32.396647,20.99784,40.15138,28.05588,1019.264,1516.704,28.05588
2305,2018-06-15 14:19:33.424608,20.99784,40.15266,28.05687,1019.264,1516.705,28.05687
2306,2018-06-15 14:19:34.451595,20.99784,40.15138,28.05588,1019.264,1516.704,28.05588
2307,2018-06-15 14:19:35.478544,20.99784,40.15138,28.05588,1019.264,1516.704,28.05588
2308,2018-06-15 14:19:36.505527,21.00267,40.15138,28.05271,1019.26,1516.713,28.05271
2309,2018-06-15 14:19:37.532572,20.99784,40.15266,28.05687,1019.264,1516.705,28.05687
2310,2018-06-15 14:19:38.559442,20.99142,40.15266,28.06107,1019.269,1516.691,28.06107
2311,2018-06-15 14:19:39.581474,20.98499,40.15138,28.06429,1019.273,1516.677,28.06429
2312,2018-06-15 14:19:40.608452,20.99302,40.15266,28.06003,1019.268,1516.695,28.06003
2313,2018-06-15 14:19:41.635341,20.99624,40.15266,28.05791,1019.266,1516.701,28.05791
2314,2018-06-15 14:19:42.666355,20.98981,40.15138,28.06113,1019.27,1516.687,28.06113
2315,2018-06-15 14:19:43.695306,20.99463,40.15266,28.05897,1019.267,1516.698,28.05897
2316,2018-06-15 14:19:44.724339,21.00107,40.15266,28.05476,1019.262,1516.711,28.05476
