Scans,Initial Time,Final Time,Temperature[°C],Condutivity[mS/cm],Salinity[PSU],Conductance[S]
60,2018-07-24 14:25:57.960710,2018-07-24 14:26:58.428311,27.198528000000007,2.2966473000000005,1.1225819666666665,997.3515566666669,1503.8305333333337,0.49596476666666667
60,2018-07-24 14:26:58.442061,2018-07-24 14:27:58.919842,27.198147666666667,2.2966922999999997,1.1226139,997.3516933333335,1503.8296,0.4959744983333334
60,2018-07-24 14:27:58.959714,2018-07-24 14:28:59.421195,27.196273500000007,2.2963597333333325,1.1224865,997.3521200000001,1503.8247833333332,0.49590267666666665
60,2018-07-24 14:28:59.434963,2018-07-24 14:29:59.911365,27.197494666666664,2.29660755,1.1225855166666667,997.3518566666665,1503.8278500000001,0.4959561900000001
60,2018-07-24 14:29:59.925273,2018-07-24 14:31:00.395962,27.204664333333337,2.2961587333333333,1.1221877,997.3495516666668,1503.8454833333333,0.49585926833333344
60,2018-07-24 14:31:00.436034,2018-07-24 14:32:00.911337,27.221497499999998,2.2964985333333336,1.1219704333333336,997.3447016666667,1503.8872999999999,0.49593264833333334
60,2018-07-24 14:32:00.925092,2018-07-24 14:33:01.398832,27.240206999999995,2.2965134499999995,1.1215429000000001,997.339165,1503.9335166666667,0.49593588
60,2018-07-24 14:33:01.412568,2018-07-24 14:34:01.885043,27.247105166666667,2.2962395,1.1212417,997.33701,1503.9504000000004,0.495876695
60,2018-07-24 14:34:01.898809,2018-07-24 14:35:02.365168,27.251316166666673,2.296262616666667,1.1211556999999999,997.3357799999999,1503.9608500000004,0.4958817033333334
60,2018-07-24 14:35:02.378918,2018-07-24 14:36:02.856038,27.251806166666668,2.2964770166666666,1.1212543666666666,997.3357183333334,1503.9621999999997,0.49592799166666673
60,2018-07-24 14:36:02.869919,2018-07-24 14:37:03.351096,27.25845816666667,2.296353566666666,1.1210364166666669,997.3336833333332,1503.9785666666664,0.49590133833333333
60,2018-07-24 14:37:03.364889,2018-07-24 14:38:03.820472,27.26753066666667,2.2963790000000004,1.1208386666666668,997.3310216666666,1504.0010333333335,0.49590684000000007
60,2018-07-24 14:38:03.834274,2018-07-24 14:39:04.303958,27.277824,2.2965708166666667,1.1206979166666666,997.3280333333333,1504.0265666666667,0.49594827666666663
60,2018-07-24 14:39:04.317725,2018-07-24 14:40:04.783246,27.275297666666667,2.296159666666667,1.12054565,997.3286316666668,1504.0201000000002,0.49585946666666664
60,2018-07-24 14:40:04.797040,2018-07-24 14:41:05.260571,27.273966666666674,2.296168016666667,1.1205807499999998,997.3290216666667,1504.0168,0.49586127166666666
60,2018-07-24 14:41:05.274449,2018-07-24 14:42:05.755125,27.266526833333337,2.2962608833333333,1.1208014166666667,997.3312666666665,1503.9984333333337,0.49588134500000003
60,2018-07-24 14:42:05.768989,2018-07-24 14:43:06.226822,27.26856183333333,2.2963764833333333,1.1208133666666666,997.3307149999998,1504.0035333333335,0.49590629166666667
60,2018-07-24 14:43:06.240662,2018-07-24 14:44:06.725905,27.270137000000002,2.2964706666666665,1.1208250833333335,997.3302866666668,1504.0074666666665,0.4959266383333334
60,2018-07-24 14:44:06.767237,2018-07-24 14:45:07.233458,27.2776335,2.2963235333333336,1.12057545,997.3279933333331,1504.025983333333,0.4958948566666666
60,2018-07-24 14:45:07.247132,2018-07-24 14:46:07.717191,27.287304166666665,2.296397583333333,1.1203889666666667,997.3251599999999,1504.0498333333335,0.49591086333333334
60,2018-07-24 14:46:07.731000,2018-07-24 14:47:08.197496,27.292521666666673,2.29641825,1.1202784166666666,997.3236083333334,1504.0628000000002,0.49591531833333335
60,2018-07-24 14:47:08.211547,2018-07-24 14:48:08.679655,27.283256499999997,2.296097299999999,1.1203286666666668,997.3262333333334,1504.0396666666666,0.49584598833333327
60,2018-07-24 14:48:08.693562,2018-07-24 14:49:09.167889,27.292819499999997,2.2964636499999997,1.1202948333333334,997.32355,1504.0635166666664,0.495925115
60,2018-07-24 14:49:09.181745,2018-07-24 14:50:09.638929,27.298876,2.2964363333333333,1.120140116666667,997.3217350000001,1504.0785,0.4959192183333334
